condition_name,condition_type,seed,steps,n_agents,n_arms,threshold,halt_duration,halted_reward,transparent,total_reward,avg_global_reward,reward_volatility,total_collisions,avg_collisions_per_step,total_halted_choices,total_triggers,gini_total_rewards,agent_0_reward,agent_0_name,agent_1_reward,agent_1_name,agent_2_reward,agent_2_name,agent_3_reward,agent_3_name,agent_4_reward,agent_4_name
cb_transparent_threshold3_halt1,circuit_breaker,12,10000,5,5,3,1,0.0,True,64514.34410892778,6.4514344108927775,2.65119967230025,8879,0.8879,0,330,0.1358493073931042,8615.6327321304,RandomAgent,16869.469941778007,EpsilonGreedyAgent,15805.077978136136,UCB_BaselineAgent,12821.983469747462,RiskAverseEpsilonGreedyAgent,10402.17998713577,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,13,10000,5,5,3,1,0.0,True,64633.16634323992,6.463316634323992,2.6317645210627543,8849,0.8849,0,339,0.1380327719519987,8664.379955214306,RandomAgent,15171.007647529954,EpsilonGreedyAgent,17465.655643801598,UCB_BaselineAgent,12862.301847969611,RiskAverseEpsilonGreedyAgent,10469.821248724451,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,14,10000,5,5,3,1,0.0,True,65081.423132107484,6.508142313210748,2.649466379590498,8896,0.8896,0,320,0.13978695365537552,8697.230884039589,RandomAgent,15403.932942014662,EpsilonGreedyAgent,17601.243419220493,UCB_BaselineAgent,12910.892572440756,RiskAverseEpsilonGreedyAgent,10468.123314391985,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,15,10000,5,5,3,1,0.0,True,64422.91218663559,6.442291218663559,2.674053007173696,8936,0.8936,0,317,0.13461033055037563,8646.494154052218,RandomAgent,12743.578107200627,EpsilonGreedyAgent,15777.498188841639,UCB_BaselineAgent,16816.935205652004,RiskAverseEpsilonGreedyAgent,10438.406530889108,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,16,10000,5,5,3,1,0.0,True,64645.789543373445,6.464578954337345,2.6637644556760383,8938,0.8938,0,299,0.1399730243351025,8539.690917604623,RandomAgent,10435.85491206595,EpsilonGreedyAgent,15630.90178567749,UCB_BaselineAgent,12786.341106080868,RiskAverseEpsilonGreedyAgent,17253.00082194451,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,17,10000,5,5,3,1,0.0,True,65723.18525976193,6.5723185259761925,2.643471064228415,8796,0.8796,0,289,0.1396651097030075,8850.389627706556,RandomAgent,15535.8068040838,EpsilonGreedyAgent,17811.099748441888,UCB_BaselineAgent,10509.137347215143,RiskAverseEpsilonGreedyAgent,13016.75173231455,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,18,10000,5,5,3,1,0.0,True,65088.95813223102,6.508895813223102,2.639695958545536,8816,0.8816,0,326,0.1416725916231938,8604.900644730726,RandomAgent,15360.016751506355,EpsilonGreedyAgent,17694.919099639035,UCB_BaselineAgent,10486.750199706186,RiskAverseEpsilonGreedyAgent,12942.371436648717,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,19,10000,5,5,3,1,0.0,True,64131.67308020406,6.413167308020406,2.6831692481867186,8915,0.8915,0,394,0.12807042529163293,8807.886418163665,RandomAgent,15239.655316310349,EpsilonGreedyAgent,12960.916799030565,UCB_BaselineAgent,16677.586227276897,RiskAverseEpsilonGreedyAgent,10445.628319422587,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,20,10000,5,5,3,1,0.0,True,64719.65420142661,6.471965420142661,2.6797172377980996,8836,0.8836,0,320,0.1324809295044258,8724.779577438423,RandomAgent,16762.868794091926,EpsilonGreedyAgent,15854.070469185968,UCB_BaselineAgent,12882.986322742388,RiskAverseEpsilonGreedyAgent,10494.949037967905,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,21,10000,5,5,3,1,0.0,True,65306.77679172168,6.530677679172168,2.6859291735330375,8750,0.875,0,282,0.13518943769733482,8730.098047925834,RandomAgent,17007.368503650683,EpsilonGreedyAgent,16010.657344993951,UCB_BaselineAgent,10493.232175698155,RiskAverseEpsilonGreedyAgent,13065.420719453052,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,22,10000,5,5,3,1,0.0,True,64740.8057380286,6.474080573802859,2.6446932373211407,8846,0.8846,0,302,0.13253714389737303,8737.06945251195,RandomAgent,16833.372185228865,EpsilonGreedyAgent,15700.92472268114,UCB_BaselineAgent,10442.126472782558,RiskAverseEpsilonGreedyAgent,13027.312904824083,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,23,10000,5,5,3,1,0.0,True,64372.70102459081,6.437270102459081,2.671822414962477,9114,0.9114,0,399,0.12479568309454225,8845.455673159438,RandomAgent,16318.254115953992,EpsilonGreedyAgent,15762.948994536404,UCB_BaselineAgent,12821.08435332683,RiskAverseEpsilonGreedyAgent,10624.957887614144,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,24,10000,5,5,3,1,0.0,True,64464.372666979034,6.446437266697903,2.630887409643902,8913,0.8913,0,259,0.13541135596557008,8625.461718862078,RandomAgent,15192.882441798158,EpsilonGreedyAgent,17152.477850898784,UCB_BaselineAgent,10423.894420107905,RiskAverseEpsilonGreedyAgent,13069.656235312113,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,25,10000,5,5,3,1,0.0,True,64762.487666827845,6.476248766682785,2.641544148205734,8830,0.883,0,305,0.13554425550243088,8775.842926341455,RandomAgent,15597.814221255829,EpsilonGreedyAgent,17175.484907233047,UCB_BaselineAgent,12761.705367172372,RiskAverseEpsilonGreedyAgent,10451.64024482514,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,26,10000,5,5,3,1,0.0,True,64095.525149409135,6.409552514940914,2.5705128406142603,9010,0.901,0,320,0.13696077808520446,8857.174025840779,RandomAgent,14772.056234171321,EpsilonGreedyAgent,17672.4657240376,UCB_BaselineAgent,10456.207139957804,RiskAverseEpsilonGreedyAgent,12337.62202540163,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,27,10000,5,5,3,1,0.0,True,64756.419614793704,6.47564196147937,2.6499673422501364,8834,0.8834,0,302,0.1324259900810676,8685.187641260922,RandomAgent,16840.219991368638,EpsilonGreedyAgent,15643.423810196122,UCB_BaselineAgent,10514.90605642624,RiskAverseEpsilonGreedyAgent,13072.682115541786,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,28,10000,5,5,3,1,0.0,True,64854.53448065599,6.4854534480655985,2.6247259275936483,8841,0.8841,0,316,0.13584286832562809,8802.49680426,RandomAgent,15035.60363433267,EpsilonGreedyAgent,17555.841113119117,UCB_BaselineAgent,10517.227282611775,RiskAverseEpsilonGreedyAgent,12943.36564633243,RiskAverseUCBAgent
cb_transparent_threshold3_halt1,circuit_breaker,29,10000,5,5,3,1,0.0,True,64737.830874549516,6.473783087454952,2.6503007515557964,8871,0.8871,0,314,0.1392798687107506,8691.896887126619,RandomAgent,15456.401151179893,EpsilonGreedyAgent,17394.164641820586,UCB_BaselineAgent,12876.122995919693,RiskAverseEpsilonGreedyAgent,10319.245198502726,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,0,10000,5,5,3,3,0.0,False,63283.184392586845,6.328318439258685,2.649536802701851,8872,0.8872,801,349,0.12965975889150694,8615.032956846639,RandomAgent,15118.559860969703,EpsilonGreedyAgent,12732.439870697537,UCB_BaselineAgent,16480.621277456827,RiskAverseEpsilonGreedyAgent,10336.530426616138,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,1,10000,5,5,3,3,0.0,False,63927.44322242732,6.392744322242732,2.6907675687359927,8811,0.8811,618,282,0.13369950550568865,8678.804925295382,RandomAgent,16904.42077553603,EpsilonGreedyAgent,15244.339753590473,UCB_BaselineAgent,12771.97518163749,RiskAverseEpsilonGreedyAgent,10327.90258636794,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,2,10000,5,5,3,3,0.0,False,59836.80006872463,5.983680006872463,2.3924023718166487,9011,0.9011,857,373,0.12683946257250134,8889.570600904211,RandomAgent,13364.011367081515,EpsilonGreedyAgent,16854.863721817073,UCB_BaselineAgent,10320.428701969127,RiskAverseEpsilonGreedyAgent,10407.925676952704,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,3,10000,5,5,3,3,0.0,False,64071.723374380046,6.407172337438005,2.655018278749567,8757,0.8757,712,303,0.13892776213066993,8451.994051466523,RandomAgent,16815.630402230847,EpsilonGreedyAgent,15800.197216583168,UCB_BaselineAgent,10274.117057466941,RiskAverseEpsilonGreedyAgent,12729.784646632568,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,4,10000,5,5,3,3,0.0,False,63448.3274885251,6.34483274885251,2.636751244678686,8761,0.8761,677,296,0.13875148133756388,8606.572573297786,RandomAgent,14724.43829299919,EpsilonGreedyAgent,17268.959120456646,UCB_BaselineAgent,10040.337818757642,RiskAverseEpsilonGreedyAgent,12808.01968301384,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,5,10000,5,5,3,3,0.0,False,64258.26457307416,6.425826457307416,2.637281161644809,8851,0.8851,621,276,0.13705852956157427,8587.863410648484,RandomAgent,15433.382245567003,EpsilonGreedyAgent,17034.874501546034,UCB_BaselineAgent,10309.546290951757,RiskAverseEpsilonGreedyAgent,12892.59812436088,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,6,10000,5,5,3,3,0.0,False,62190.11068748862,6.219011068748862,2.6458100455775937,8810,0.881,727,315,0.145025329145553,8686.51317614203,RandomAgent,14654.102507929343,EpsilonGreedyAgent,17125.708735205317,UCB_BaselineAgent,8984.640445927414,RiskAverseEpsilonGreedyAgent,12739.145822284516,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,7,10000,5,5,3,3,0.0,False,63898.931633983855,6.389893163398385,2.6404979312122685,8923,0.8923,641,281,0.13432307400706334,8532.845091815407,RandomAgent,16749.33406135753,EpsilonGreedyAgent,15447.960113060639,UCB_BaselineAgent,10423.18574503516,RiskAverseEpsilonGreedyAgent,12745.60662271512,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,8,10000,5,5,3,3,0.0,False,63925.99964297163,6.392599964297163,2.6735082745221646,8800,0.88,769,318,0.1398525334602354,8448.385504881928,RandomAgent,15160.878754136224,EpsilonGreedyAgent,17214.24504130831,UCB_BaselineAgent,10342.065316869792,RiskAverseEpsilonGreedyAgent,12760.425025775372,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,9,10000,5,5,3,3,0.0,False,63438.73121379401,6.343873121379401,2.651831277029464,8920,0.892,718,304,0.13607550164058457,8655.816689104908,RandomAgent,14881.419438803357,EpsilonGreedyAgent,17095.60025363044,UCB_BaselineAgent,12626.051197798935,RiskAverseEpsilonGreedyAgent,10179.84363445637,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,10,10000,5,5,3,3,0.0,False,64154.634192498925,6.4154634192498925,2.6253860179980157,8788,0.8788,604,265,0.13624118903045712,8570.60443336185,RandomAgent,15068.743804467575,EpsilonGreedyAgent,17195.477312764946,UCB_BaselineAgent,10467.230452773572,RiskAverseEpsilonGreedyAgent,12852.578189130982,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,11,10000,5,5,3,3,0.0,False,64311.50795464743,6.431150795464743,2.7138225652613195,8781,0.8781,635,270,0.13855326897971376,8586.999345550357,RandomAgent,12673.68885175745,EpsilonGreedyAgent,15436.397372806194,UCB_BaselineAgent,10404.939766814734,RiskAverseEpsilonGreedyAgent,17209.482617718695,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,12,10000,5,5,3,3,0.0,False,62319.939312463684,6.231993931246368,2.567559016530437,8965,0.8965,804,351,0.13158040390279813,8775.695335419497,RandomAgent,14371.25483981445,EpsilonGreedyAgent,16975.110249310543,UCB_BaselineAgent,10269.877702766971,RiskAverseEpsilonGreedyAgent,11928.001185152221,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,13,10000,5,5,3,3,0.0,False,64088.17142908025,6.408817142908025,2.6831219364531957,8832,0.8832,697,297,0.13146681401048976,8607.976142702235,RandomAgent,16522.641459837472,EpsilonGreedyAgent,15698.923212534815,UCB_BaselineAgent,10464.584562957085,RiskAverseEpsilonGreedyAgent,12794.046051048643,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,14,10000,5,5,3,3,0.0,False,64028.573845207946,6.402857384520795,2.658297097762373,8896,0.8896,719,308,0.1319914292076576,8589.273572632195,RandomAgent,16540.472745643674,EpsilonGreedyAgent,15587.929895373965,UCB_BaselineAgent,10362.270811504342,RiskAverseEpsilonGreedyAgent,12948.62682005377,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,15,10000,5,5,3,3,0.0,False,63767.02375030308,6.376702375030308,2.662755801042244,8874,0.8874,673,305,0.1356985637245527,8629.693980353803,RandomAgent,12746.696903147173,EpsilonGreedyAgent,15372.638746565206,UCB_BaselineAgent,16845.8257247144,RiskAverseEpsilonGreedyAgent,10172.168395522503,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,16,10000,5,5,3,3,0.0,False,63610.602809027456,6.361060280902746,2.6478684481374923,8920,0.892,733,328,0.13721040340879842,8521.83333543372,RandomAgent,16777.679757292462,EpsilonGreedyAgent,15497.38056437535,UCB_BaselineAgent,12624.726925091829,RiskAverseEpsilonGreedyAgent,10188.982226834096,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,17,10000,5,5,3,3,0.0,False,64063.98666555533,6.406398666555533,2.6356885139010218,8942,0.8942,684,304,0.13589564133434684,8712.257833306521,RandomAgent,15036.373740561468,EpsilonGreedyAgent,17235.846831318442,UCB_BaselineAgent,12760.997909660246,RiskAverseEpsilonGreedyAgent,10318.51035070865,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,18,10000,5,5,3,3,0.0,False,63748.667927430535,6.374866792743053,2.6625058846395886,8846,0.8846,733,326,0.13811417063018738,8530.688319066174,RandomAgent,15269.722794537234,EpsilonGreedyAgent,17038.52047538039,UCB_BaselineAgent,12635.835230221792,RiskAverseEpsilonGreedyAgent,10273.90110822495,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,19,10000,5,5,3,3,0.0,False,63503.483550423436,6.350348355042343,2.6902630048074956,8875,0.8875,796,349,0.1331778838734441,8604.620923234108,RandomAgent,15281.363270505099,EpsilonGreedyAgent,12655.957155281441,UCB_BaselineAgent,16677.523223986514,RiskAverseEpsilonGreedyAgent,10284.018977416272,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,20,10000,5,5,3,3,0.0,False,63726.555848280805,6.37265558482808,2.7115765351125813,8801,0.8801,661,292,0.1315659666141351,8612.03492013277,RandomAgent,16615.799674157097,EpsilonGreedyAgent,15305.829838541893,UCB_BaselineAgent,12840.146866780326,RiskAverseEpsilonGreedyAgent,10352.744548668717,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,21,10000,5,5,3,3,0.0,False,58356.519585326256,5.835651958532625,2.1187549812610413,8839,0.8839,750,318,0.1343130365149081,9372.280103761386,RandomAgent,17001.5993093446,EpsilonGreedyAgent,12752.58150786523,UCB_BaselineAgent,8894.19832896292,RiskAverseEpsilonGreedyAgent,10335.860335392113,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,22,10000,5,5,3,3,0.0,False,63967.2411441001,6.39672411441001,2.6836546208218635,8851,0.8851,638,278,0.13524669155755853,8716.662760215519,RandomAgent,16666.377552590788,EpsilonGreedyAgent,15725.49922581498,UCB_BaselineAgent,9996.534478555364,RiskAverseEpsilonGreedyAgent,12862.167126923454,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,23,10000,5,5,3,3,0.0,False,63110.106325486326,6.311010632548633,2.6322304831148675,8985,0.8985,780,333,0.13311244721111204,8549.798020993572,RandomAgent,14440.27862508971,EpsilonGreedyAgent,17065.594083299267,UCB_BaselineAgent,12584.416588250095,RiskAverseEpsilonGreedyAgent,10470.01900785368,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,24,10000,5,5,3,3,0.0,False,63847.705469552624,6.384770546955262,2.6515116683356883,8768,0.8768,644,273,0.1357850358753001,8581.01805876706,RandomAgent,14835.45185639497,EpsilonGreedyAgent,17194.502790465995,UCB_BaselineAgent,10388.51387544583,RiskAverseEpsilonGreedyAgent,12848.218888478768,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,25,10000,5,5,3,3,0.0,False,64070.682625705274,6.407068262570528,2.654515717196467,8873,0.8873,643,285,0.14035256902529092,8578.57555470644,RandomAgent,15094.75616003025,EpsilonGreedyAgent,17401.109395046333,UCB_BaselineAgent,12737.629939516704,RiskAverseEpsilonGreedyAgent,10258.611576405548,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,26,10000,5,5,3,3,0.0,False,63800.94308165926,6.380094308165925,2.6468143191296822,8814,0.8814,705,317,0.13464710311777983,8650.610217842594,RandomAgent,16825.17942363504,EpsilonGreedyAgent,15349.577289598159,UCB_BaselineAgent,12753.39085471985,RiskAverseEpsilonGreedyAgent,10222.185295863617,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,27,10000,5,5,3,3,0.0,False,63854.853274504,6.3854853274504,2.646388243382666,8814,0.8814,760,322,0.13864598714441856,8441.076575397597,RandomAgent,10406.347622251988,EpsilonGreedyAgent,15137.960694286794,UCB_BaselineAgent,12727.674385430397,RiskAverseEpsilonGreedyAgent,17141.79399713722,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,28,10000,5,5,3,3,0.0,False,63851.67838192397,6.385167838192397,2.666301335437938,8900,0.89,693,295,0.13068333895598427,8658.533178156122,RandomAgent,10413.487627744453,EpsilonGreedyAgent,15465.674093359668,UCB_BaselineAgent,16562.878106465334,RiskAverseEpsilonGreedyAgent,12751.105376198395,RiskAverseUCBAgent
cb_opaque_threshold3_halt3,circuit_breaker,29,10000,5,5,3,3,0.0,False,63775.836019886396,6.37758360198864,2.678839656974372,8834,0.8834,657,283,0.1322083346738432,8607.200443580597,RandomAgent,16437.366421383667,EpsilonGreedyAgent,15694.83470558738,UCB_BaselineAgent,12760.510469694465,RiskAverseEpsilonGreedyAgent,10275.923979640284,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,0,10000,5,5,3,3,0.0,True,64318.65034439607,6.431865034439607,2.7066662704110462,9141,0.9141,0,453,0.13148483070003092,8609.718273678898,RandomAgent,16546.4706527444,EpsilonGreedyAgent,15733.080756477995,UCB_BaselineAgent,10464.268386140506,RiskAverseEpsilonGreedyAgent,12965.112275354273,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,1,10000,5,5,3,3,0.0,True,60348.95963633738,6.034895963633738,2.433938616544842,9337,0.9337,0,615,0.12284209157548753,8969.952548611962,RandomAgent,16330.951530127071,EpsilonGreedyAgent,14180.563326359234,UCB_BaselineAgent,10369.080224058525,RiskAverseEpsilonGreedyAgent,10498.412007180585,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,2,10000,5,5,3,3,0.0,True,63597.94045415361,6.359794045415361,2.6573324748785296,9229,0.9229,0,460,0.13257332033580194,8578.98212119384,RandomAgent,16612.567348434066,EpsilonGreedyAgent,15406.747037965599,UCB_BaselineAgent,12604.201785428439,RiskAverseEpsilonGreedyAgent,10395.442161131668,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,3,10000,5,5,3,3,0.0,True,64134.64799660017,6.413464799660018,2.656805397525475,9043,0.9043,0,401,0.13470435064531383,8528.961665180988,RandomAgent,16715.96823373371,EpsilonGreedyAgent,15619.350340818048,UCB_BaselineAgent,10395.323197303987,RiskAverseEpsilonGreedyAgent,12875.044559563436,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,4,10000,5,5,3,3,0.0,True,63932.08036975014,6.393208036975014,2.68187073605387,9195,0.9195,0,440,0.13194796604953773,8658.066996782884,RandomAgent,16541.574130929668,EpsilonGreedyAgent,15712.407212603075,UCB_BaselineAgent,12629.880473798126,RiskAverseEpsilonGreedyAgent,10390.151555636387,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,5,10000,5,5,3,3,0.0,True,63366.962953756534,6.336696295375654,2.645798661014519,9379,0.9379,0,508,0.1270411039128716,8659.751968736307,RandomAgent,15015.37417689331,EpsilonGreedyAgent,12926.919298714543,UCB_BaselineAgent,16398.18986103996,RiskAverseEpsilonGreedyAgent,10366.727648372418,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,6,10000,5,5,3,3,0.0,True,63741.16979092086,6.374116979092086,2.650975191920036,9208,0.9208,0,472,0.13090493502963785,8627.219901068485,RandomAgent,16585.158535715404,EpsilonGreedyAgent,15331.312350396112,UCB_BaselineAgent,12810.373609534945,RiskAverseEpsilonGreedyAgent,10387.105394205917,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,7,10000,5,5,3,3,0.0,True,63599.07518586685,6.359907518586685,2.666287256000359,9251,0.9251,0,475,0.1350129052758413,8535.681877155523,RandomAgent,15175.17570628679,EpsilonGreedyAgent,16857.627027626524,UCB_BaselineAgent,12678.264351820573,RiskAverseEpsilonGreedyAgent,10352.326222977443,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,8,10000,5,5,3,3,0.0,True,64080.11177710977,6.408011177710977,2.6692754615852716,9126,0.9126,0,454,0.1362381561309447,8553.26895733522,RandomAgent,15129.390276452434,EpsilonGreedyAgent,17093.18612926114,UCB_BaselineAgent,10383.833937358617,RiskAverseEpsilonGreedyAgent,12920.43247670236,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,9,10000,5,5,3,3,0.0,True,63479.80999873516,6.347980999873516,2.697213419786651,9245,0.9245,0,494,0.1315806781463036,8556.28609743997,RandomAgent,16510.131482887344,EpsilonGreedyAgent,15367.861790400148,UCB_BaselineAgent,12651.769187292999,RiskAverseEpsilonGreedyAgent,10393.761440714698,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,10,10000,5,5,3,3,0.0,True,63934.36649289591,6.393436649289591,2.6170387272252884,9195,0.9195,0,422,0.13483117048779603,8648.343560245969,RandomAgent,14852.981788504581,EpsilonGreedyAgent,17202.800589743114,UCB_BaselineAgent,12819.20837848557,RiskAverseEpsilonGreedyAgent,10411.032175916676,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,11,10000,5,5,3,3,0.0,True,64185.243451331975,6.418524345133197,2.6684941230162127,9178,0.9178,0,388,0.1324675828130788,8588.018424957836,RandomAgent,16665.2174086017,EpsilonGreedyAgent,15516.515516221307,UCB_BaselineAgent,10414.753352841686,RiskAverseEpsilonGreedyAgent,13000.738748709446,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,12,10000,5,5,3,3,0.0,True,63918.49427454257,6.391849427454257,2.6746821696718386,9178,0.9178,0,431,0.1309874124681829,8629.400269493284,RandomAgent,12703.32555242353,EpsilonGreedyAgent,15685.304429132035,UCB_BaselineAgent,16468.418522686672,RiskAverseEpsilonGreedyAgent,10432.04550080705,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,13,10000,5,5,3,3,0.0,True,63940.19842301551,6.39401984230155,2.676107368244478,9198,0.9198,0,495,0.1294229871647392,8720.442580429795,RandomAgent,15408.911484045497,EpsilonGreedyAgent,12847.794634630902,UCB_BaselineAgent,16561.11736675182,RiskAverseEpsilonGreedyAgent,10401.932357157491,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,14,10000,5,5,3,3,0.0,True,64140.93522178448,6.414093522178448,2.6635412669482856,9201,0.9201,0,452,0.1391248115221082,8521.24149542291,RandomAgent,15292.81417543078,EpsilonGreedyAgent,17232.840602335447,UCB_BaselineAgent,12687.015368295764,RiskAverseEpsilonGreedyAgent,10407.023580299578,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,15,10000,5,5,3,3,0.0,True,63301.44035919773,6.330144035919774,2.711949733931402,9242,0.9242,0,453,0.12903353391305816,8595.52059440878,RandomAgent,16402.415940352646,EpsilonGreedyAgent,15194.920272072448,UCB_BaselineAgent,12719.893966738573,RiskAverseEpsilonGreedyAgent,10388.689585625287,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,16,10000,5,5,3,3,0.0,True,63149.52895443427,6.314952895443427,2.6431396455695157,9046,0.9046,0,355,0.14184443956197113,8660.441745440812,RandomAgent,16677.286932283183,EpsilonGreedyAgent,15663.493159552861,UCB_BaselineAgent,9303.659675377105,RiskAverseEpsilonGreedyAgent,12844.647441780307,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,17,10000,5,5,3,3,0.0,True,62006.54492776061,6.200654492776061,2.5564267163089833,9478,0.9478,0,588,0.12527087512493118,8845.93452004988,RandomAgent,16509.071625241468,EpsilonGreedyAgent,14572.498801363967,UCB_BaselineAgent,10479.737645312307,RiskAverseEpsilonGreedyAgent,11599.302335792989,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,18,10000,5,5,3,3,0.0,True,64053.96043081732,6.4053960430817325,2.6626330903163415,8988,0.8988,0,407,0.13561696950914426,8543.334576559138,RandomAgent,16847.488111653078,EpsilonGreedyAgent,15418.712893355263,UCB_BaselineAgent,10310.00996682793,RiskAverseEpsilonGreedyAgent,12934.41488242191,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,19,10000,5,5,3,3,0.0,True,64136.6068402974,6.41366068402974,2.6816009787903887,9158,0.9158,0,419,0.13083930343857086,8638.731933567491,RandomAgent,16544.981066355012,EpsilonGreedyAgent,15582.74267868627,UCB_BaselineAgent,10416.268534516375,RiskAverseEpsilonGreedyAgent,12953.88262717225,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,20,10000,5,5,3,3,0.0,True,64340.69729158534,6.434069729158534,2.6215168879233612,9035,0.9035,0,412,0.13585828847060788,8655.62858131233,RandomAgent,15237.470423108767,EpsilonGreedyAgent,17190.763492950413,UCB_BaselineAgent,12802.137080429551,RiskAverseEpsilonGreedyAgent,10454.697713784275,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,21,10000,5,5,3,3,0.0,True,62859.03315955146,6.285903315955146,2.657188706271151,9631,0.9631,0,734,0.12849893434261728,8583.904780675786,RandomAgent,14999.887629012936,EpsilonGreedyAgent,10203.734402893015,UCB_BaselineAgent,12789.029710841894,RiskAverseEpsilonGreedyAgent,16282.47663612783,RiskAverseUCBAgent
cb_transparent_threshold3_halt3,circuit_breaker,22,10000,5,5,3,3,0.0,True,64402.484886765014,6.4402484886765015,2.6367361202376225,9110,0.911,0,377,0.13606538425787318,8604.033593130525,RandomAgent,15251.613420876649,EpsilonGreedyAgent,17166.45939363529,UCB_BaselineAgent,10469.092888687308,RiskAverseEpsilonGreedyAgent,12911.28559043524,RiskAverseUCBAgent
