condition_name,agent_name,mean_reward,std_reward
high_congestion_cb_transparent_ratio08_halt3,RiskAverseEpsilonGreedyAgent,8570.250181737701,867.2091060690076
high_congestion_cb_transparent_ratio08_halt3,RiskAverseUCBAgent,4704.392159354551,491.4377727357752
high_congestion_cb_transparent_ratio08_halt5,RandomAgent,4576.681896369177,2210.189069165359
high_congestion_cb_transparent_ratio08_halt5,EpsilonGreedyAgent,7137.801249963152,4353.595003793147
high_congestion_cb_transparent_ratio08_halt5,UCB_BaselineAgent,5037.735074267397,2624.547436371596
high_congestion_cb_transparent_ratio08_halt5,RiskAverseEpsilonGreedyAgent,6111.204055335661,3387.045734837746
high_congestion_cb_transparent_ratio08_halt5,RiskAverseUCBAgent,3637.641792196474,1601.575266611641
low_congestion_baseline,RandomAgent,11515.148230876179,108.93415078069081
low_congestion_baseline,EpsilonGreedyAgent,17192.085811252062,1037.8042880318142
low_congestion_baseline,UCB_BaselineAgent,18024.947643452007,769.4433385179767
low_congestion_baseline,RiskAverseEpsilonGreedyAgent,15565.85674083195,2519.0025520916374
low_congestion_baseline,RiskAverseUCBAgent,14688.198826538504,1820.3137630262352
low_congestion_cb_opaque_ratio06_halt10,RandomAgent,11485.8798348694,172.65456220446342
low_congestion_cb_opaque_ratio06_halt10,EpsilonGreedyAgent,16877.54856624895,814.4439212191493
low_congestion_cb_opaque_ratio06_halt10,UCB_BaselineAgent,17741.430237645483,754.983147404517
low_congestion_cb_opaque_ratio06_halt10,RiskAverseEpsilonGreedyAgent,14102.878781395348,2228.982059070546
low_congestion_cb_opaque_ratio06_halt10,RiskAverseUCBAgent,15297.463783469744,1780.9266039594597
low_congestion_cb_opaque_ratio06_halt3,RandomAgent,11550.876740057392,148.87847030094758
low_congestion_cb_opaque_ratio06_halt3,EpsilonGreedyAgent,16993.65574307781,896.0741050539832
low_congestion_cb_opaque_ratio06_halt3,UCB_BaselineAgent,18123.578102772724,693.3596632334536
low_congestion_cb_opaque_ratio06_halt3,RiskAverseEpsilonGreedyAgent,15503.497896427823,2253.420605340167
low_congestion_cb_opaque_ratio06_halt3,RiskAverseUCBAgent,14608.287900714991,1810.5302657681364
low_congestion_cb_opaque_ratio06_halt5,RandomAgent,11542.301425735952,134.06989378370233
low_congestion_cb_opaque_ratio06_halt5,EpsilonGreedyAgent,17346.037998327338,809.7940141481195
low_congestion_cb_opaque_ratio06_halt5,UCB_BaselineAgent,18179.635855650587,608.9770896137742
low_congestion_cb_opaque_ratio06_halt5,RiskAverseEpsilonGreedyAgent,14552.74651734456,2051.2059186727415
low_congestion_cb_opaque_ratio06_halt5,RiskAverseUCBAgent,14152.099789395033,1555.393407330825
low_congestion_cb_opaque_ratio08_halt10,RandomAgent,11543.431806362652,162.3000895075754
low_congestion_cb_opaque_ratio08_halt10,EpsilonGreedyAgent,17235.01524766615,1111.4660981918869
low_congestion_cb_opaque_ratio08_halt10,UCB_BaselineAgent,18117.86279277824,795.7902240403869
low_congestion_cb_opaque_ratio08_halt10,RiskAverseEpsilonGreedyAgent,15597.52517862809,2537.5627048512556
low_congestion_cb_opaque_ratio08_halt10,RiskAverseUCBAgent,14184.17817405304,1528.5771821655756
low_congestion_cb_opaque_ratio08_halt3,RandomAgent,11554.798937219826,152.36255552129805
low_congestion_cb_opaque_ratio08_halt3,EpsilonGreedyAgent,17072.994856946567,960.2522264328613
low_congestion_cb_opaque_ratio08_halt3,UCB_BaselineAgent,18300.33789119493,558.907431114009
low_congestion_cb_opaque_ratio08_halt3,RiskAverseEpsilonGreedyAgent,15626.166528454733,2216.952251296125
low_congestion_cb_opaque_ratio08_halt3,RiskAverseUCBAgent,14331.795617099537,1666.997336268458
low_congestion_cb_opaque_ratio08_halt5,RandomAgent,11575.859943732377,146.40973526400754
low_congestion_cb_opaque_ratio08_halt5,EpsilonGreedyAgent,17339.868387509086,821.6973875194556
low_congestion_cb_opaque_ratio08_halt5,UCB_BaselineAgent,18218.95159078498,757.5488520846294
low_congestion_cb_opaque_ratio08_halt5,RiskAverseEpsilonGreedyAgent,15164.278096438635,2399.6396871477577
low_congestion_cb_opaque_ratio08_halt5,RiskAverseUCBAgent,14275.684338565892,1518.9408549184336
low_congestion_cb_transparent_ratio06_halt10,RandomAgent,3013.6167405787946,24.178533723579807
low_congestion_cb_transparent_ratio06_halt10,EpsilonGreedyAgent,3007.422925375568,24.942657913386267
low_congestion_cb_transparent_ratio06_halt10,UCB_BaselineAgent,3005.67796409861,23.610583055829714
low_congestion_cb_transparent_ratio06_halt10,RiskAverseEpsilonGreedyAgent,3007.6538395835023,26.178889440796606
low_congestion_cb_transparent_ratio06_halt10,RiskAverseUCBAgent,3005.691207401827,23.85126914843037
