agent_0,agent_1,agent_2,agent_3,agent_4
1.065241772722312,0.20323794831536685,0.20323794831536685,0.20323794831536685,0.20323794831536685
0.6188785247316266,0.6188785247316266,0.6188785247316266,0.6188785247316266,0.6188785247316266
0.19610426541511056,0.19610426541511056,0.19610426541511056,0.19610426541511056,0.19610426541511056
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.12657753325579707,0.12657753325579707,0.12657753325579707,0.12657753325579707,0.12657753325579707
0.9543809384188748,0.9543809384188748,0.9543809384188748,0.9543809384188748,0.9543809384188748
0.3014357350754948,0.3014357350754948,0.3014357350754948,0.3014357350754948,0.3014357350754948
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2720980378203444,0.2720980378203444,0.2720980378203444,0.2720980378203444,0.2720980378203444
0.5872815121235224,0.5872815121235224,0.5872815121235224,0.5872815121235224,0.5872815121235224
0.25337074512745505,0.25337074512745505,0.25337074512745505,0.25337074512745505,0.25337074512745505
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.26350781281299407,0.26350781281299407,0.26350781281299407,0.26350781281299407,0.26350781281299407
-0.19105336175970383,-0.19105336175970383,-0.19105336175970383,-0.19105336175970383,-0.19105336175970383
0.22427993943111865,0.22427993943111865,0.22427993943111865,0.22427993943111865,0.22427993943111865
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19289683155007614,0.19289683155007614,0.19289683155007614,0.19289683155007614,0.19289683155007614
0.334119353192793,0.334119353192793,0.334119353192793,0.334119353192793,0.334119353192793
0.1629422921702771,0.1629422921702771,0.1629422921702771,0.1629422921702771,0.1629422921702771
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.24718745227900682,0.24718745227900682,0.24718745227900682,0.24718745227900682,0.24718745227900682
0.7435295167223829,0.7435295167223829,0.7435295167223829,0.7435295167223829,0.7435295167223829
0.2343618349101934,0.2343618349101934,0.2343618349101934,0.2343618349101934,0.2343618349101934
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19912780814619674,0.19912780814619674,0.19912780814619674,0.19912780814619674,0.19912780814619674
0.2576310936555659,0.2576310936555659,0.2576310936555659,0.2576310936555659,0.2576310936555659
0.22778330742373792,0.22778330742373792,0.22778330742373792,0.22778330742373792,0.22778330742373792
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19089284463082945,0.19089284463082945,0.19089284463082945,0.19089284463082945,0.19089284463082945
0.08741598948470744,0.08741598948470744,0.08741598948470744,0.08741598948470744,0.08741598948470744
0.20760116285337332,0.20760116285337332,0.20760116285337332,0.20760116285337332,0.20760116285337332
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2824488948724794,0.2824488948724794,0.2824488948724794,0.2824488948724794,0.2824488948724794
0.06201343696093966,0.06201343696093966,0.06201343696093966,0.06201343696093966,0.06201343696093966
0.23383159772746298,0.23383159772746298,0.23383159772746298,0.23383159772746298,0.23383159772746298
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.21266418594086223,0.21266418594086223,0.21266418594086223,0.21266418594086223,0.21266418594086223
0.13776471250918626,0.13776471250918626,0.13776471250918626,0.13776471250918626,0.13776471250918626
0.3560269775806931,0.3560269775806931,0.3560269775806931,0.3560269775806931,0.3560269775806931
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.09026757764204674,0.09026757764204674,0.09026757764204674,0.09026757764204674,0.09026757764204674
0.12988124677798707,0.12988124677798707,0.12988124677798707,0.12988124677798707,0.12988124677798707
0.19551612033463234,0.19551612033463234,0.19551612033463234,0.19551612033463234,0.19551612033463234
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2203780950850882,0.2203780950850882,0.2203780950850882,0.2203780950850882,0.2203780950850882
0.9424801621999706,0.9424801621999706,0.9424801621999706,0.9424801621999706,0.9424801621999706
0.4093882900426344,0.4093882900426344,0.4093882900426344,0.4093882900426344,0.4093882900426344
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.23414151799057228,0.23414151799057228,0.23414151799057228,0.23414151799057228,0.23414151799057228
0.9000829019358593,0.9000829019358593,0.9000829019358593,0.9000829019358593,0.9000829019358593
0.23194195933938527,0.23194195933938527,0.23194195933938527,0.23194195933938527,0.23194195933938527
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.13989736844260756,0.13989736844260756,0.13989736844260756,0.13989736844260756,0.13989736844260756
0.07418555054895064,0.07418555054895064,0.07418555054895064,0.07418555054895064,0.07418555054895064
0.29158263684451513,0.29158263684451513,0.29158263684451513,0.29158263684451513,0.29158263684451513
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.12425722158319696,0.12425722158319696,0.12425722158319696,0.12425722158319696,0.12425722158319696
0.4566499161643759,0.4566499161643759,0.4566499161643759,0.4566499161643759,0.4566499161643759
0.21564671529118007,0.21564671529118007,0.21564671529118007,0.21564671529118007,0.21564671529118007
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.20776671508720565,0.20776671508720565,0.20776671508720565,0.20776671508720565,0.20776671508720565
0.3817374868789301,0.3817374868789301,0.3817374868789301,0.3817374868789301,0.3817374868789301
0.24836394139297796,0.24836394139297796,0.24836394139297796,0.24836394139297796,0.24836394139297796
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.17453483913659779,0.17453483913659779,0.17453483913659779,0.17453483913659779,0.17453483913659779
0.5297582680253055,0.5297582680253055,0.5297582680253055,0.5297582680253055,0.5297582680253055
0.2258242080928606,0.2258242080928606,0.2258242080928606,0.2258242080928606,0.2258242080928606
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1951828184507034,0.1951828184507034,0.1951828184507034,0.1951828184507034,0.1951828184507034
0.36556868180063434,0.36556868180063434,0.36556868180063434,0.36556868180063434,0.36556868180063434
0.2124563819820351,0.2124563819820351,0.2124563819820351,0.2124563819820351,0.2124563819820351
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.14173130239852755,0.14173130239852755,0.14173130239852755,0.14173130239852755,0.14173130239852755
0.3198518314293575,0.3198518314293575,0.3198518314293575,0.3198518314293575,0.3198518314293575
0.3168450696375401,0.3168450696375401,0.3168450696375401,0.3168450696375401,0.3168450696375401
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.16089583558490522,0.16089583558490522,0.16089583558490522,0.16089583558490522,0.16089583558490522
1.0668402971735527,1.0668402971735527,1.0668402971735527,1.0668402971735527,1.0668402971735527
0.22489571360324448,0.22489571360324448,0.22489571360324448,0.22489571360324448,0.22489571360324448
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1785516003652176,0.1785516003652176,0.1785516003652176,0.1785516003652176,0.1785516003652176
0.32652252236135215,0.32652252236135215,0.32652252236135215,0.32652252236135215,0.32652252236135215
0.16739412647456925,0.16739412647456925,0.16739412647456925,0.16739412647456925,0.16739412647456925
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.15283018275326504,0.15283018275326504,0.15283018275326504,0.15283018275326504,0.15283018275326504
0.5572386167858812,0.5572386167858812,0.5572386167858812,0.5572386167858812,0.5572386167858812
0.3446353576840305,0.3446353576840305,0.3446353576840305,0.3446353576840305,0.3446353576840305
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19034567726060528,0.19034567726060528,0.19034567726060528,0.19034567726060528,0.19034567726060528
0.46647036917704837,0.46647036917704837,0.46647036917704837,0.46647036917704837,0.46647036917704837
0.28191646460998765,0.28191646460998765,0.28191646460998765,0.28191646460998765,0.28191646460998765
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.18078343639279643,0.18078343639279643,0.18078343639279643,0.18078343639279643,0.18078343639279643
0.14891693574421278,0.14891693574421278,0.14891693574421278,0.14891693574421278,0.14891693574421278
0.3023528790857477,0.3023528790857477,0.3023528790857477,0.3023528790857477,0.3023528790857477
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.18321652457764914,0.18321652457764914,0.18321652457764914,0.18321652457764914,0.18321652457764914
0.4033433980256401,0.4033433980256401,0.4033433980256401,0.4033433980256401,0.4033433980256401
0.2916644571499919,0.2916644571499919,0.2916644571499919,0.2916644571499919,0.2916644571499919
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19011273737239892,0.19011273737239892,0.19011273737239892,0.19011273737239892,0.19011273737239892
0.3766053177733965,0.3766053177733965,0.3766053177733965,0.3766053177733965,0.3766053177733965
0.1881962301830213,0.1881962301830213,0.1881962301830213,0.1881962301830213,0.1881962301830213
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.22166940813594233,0.22166940813594233,0.22166940813594233,0.22166940813594233,0.22166940813594233
0.14165688874132504,0.14165688874132504,0.14165688874132504,0.14165688874132504,0.14165688874132504
0.2575710338581974,0.2575710338581974,0.2575710338581974,0.2575710338581974,0.2575710338581974
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1582494923255304,0.1582494923255304,0.1582494923255304,0.1582494923255304,0.1582494923255304
0.6515068630117065,0.6515068630117065,0.6515068630117065,0.6515068630117065,0.6515068630117065
0.25913006924303633,0.25913006924303633,0.25913006924303633,0.25913006924303633,0.25913006924303633
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1890384504196046,0.1890384504196046,0.1890384504196046,0.1890384504196046,0.1890384504196046
-0.04152770108680688,-0.04152770108680688,-0.04152770108680688,-0.04152770108680688,-0.04152770108680688
0.18364175220903659,0.18364175220903659,0.18364175220903659,0.18364175220903659,0.18364175220903659
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.14223024766124093,0.14223024766124093,0.14223024766124093,0.14223024766124093,0.14223024766124093
0.214547087883302,0.214547087883302,0.214547087883302,0.214547087883302,0.214547087883302
0.2672852656996626,0.2672852656996626,0.2672852656996626,0.2672852656996626,0.2672852656996626
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1740843350690911,0.1740843350690911,0.1740843350690911,0.1740843350690911,0.1740843350690911
0.14416420788669154,0.14416420788669154,0.14416420788669154,0.14416420788669154,0.14416420788669154
0.28472930306887717,0.28472930306887717,0.28472930306887717,0.28472930306887717,0.28472930306887717
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.14957078901888235,0.14957078901888235,0.14957078901888235,0.14957078901888235,0.14957078901888235
0.430475566405416,0.430475566405416,0.430475566405416,0.430475566405416,0.430475566405416
0.2433474751513991,0.2433474751513991,0.2433474751513991,0.2433474751513991,0.2433474751513991
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.20551151902498238,0.20551151902498238,0.20551151902498238,0.20551151902498238,0.20551151902498238
-0.0035890974379275244,-0.0035890974379275244,-0.0035890974379275244,-0.0035890974379275244,-0.0035890974379275244
0.34347783871956244,0.34347783871956244,0.34347783871956244,0.34347783871956244,0.34347783871956244
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1573061134309687,0.1573061134309687,0.1573061134309687,0.1573061134309687,0.1573061134309687
0.5262032773867892,0.5262032773867892,0.5262032773867892,0.5262032773867892,0.5262032773867892
0.24891578399798173,0.24891578399798173,0.24891578399798173,0.24891578399798173,0.24891578399798173
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1874891450690633,0.1874891450690633,0.1874891450690633,0.1874891450690633,0.1874891450690633
0.3049295399235724,0.3049295399235724,0.3049295399235724,0.3049295399235724,0.3049295399235724
0.2515638194535805,0.2515638194535805,0.2515638194535805,0.2515638194535805,0.2515638194535805
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19038087036828294,0.19038087036828294,0.19038087036828294,0.19038087036828294,0.19038087036828294
0.16970080775150964,0.16970080775150964,0.16970080775150964,0.16970080775150964,0.16970080775150964
0.3083308852279201,0.3083308852279201,0.3083308852279201,0.3083308852279201,0.3083308852279201
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.17003346917094692,0.17003346917094692,0.17003346917094692,0.17003346917094692,0.17003346917094692
0.04555443680052664,0.04555443680052664,0.04555443680052664,0.04555443680052664,0.04555443680052664
0.24460501268179463,0.24460501268179463,0.24460501268179463,0.24460501268179463,0.24460501268179463
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19274389041180748,0.19274389041180748,0.19274389041180748,0.19274389041180748,0.19274389041180748
0.4909564148762243,0.4909564148762243,0.4909564148762243,0.4909564148762243,0.4909564148762243
0.30575557332670245,0.30575557332670245,0.30575557332670245,0.30575557332670245,0.30575557332670245
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1811396618692115,0.1811396618692115,0.1811396618692115,0.1811396618692115,0.1811396618692115
1.0313216981035915,1.0313216981035915,1.0313216981035915,1.0313216981035915,1.0313216981035915
0.29224979463597106,0.29224979463597106,0.29224979463597106,0.29224979463597106,0.29224979463597106
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.18014583480235496,0.18014583480235496,0.18014583480235496,0.18014583480235496,0.18014583480235496
0.6503792289677189,0.6503792289677189,0.6503792289677189,0.6503792289677189,0.6503792289677189
0.16818730403645515,0.16818730403645515,0.16818730403645515,0.16818730403645515,0.16818730403645515
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19940459799801996,0.19940459799801996,0.19940459799801996,0.19940459799801996,0.19940459799801996
0.26432147813991147,0.26432147813991147,0.26432147813991147,0.26432147813991147,0.26432147813991147
0.11080693598823996,0.11080693598823996,0.11080693598823996,0.11080693598823996,0.11080693598823996
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.15268864671514895,0.15268864671514895,0.15268864671514895,0.15268864671514895,0.15268864671514895
-0.06108748351301285,-0.06108748351301285,-0.06108748351301285,-0.06108748351301285,-0.06108748351301285
0.21236250047141922,0.21236250047141922,0.21236250047141922,0.21236250047141922,0.21236250047141922
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2534366730590096,0.2534366730590096,0.2534366730590096,0.2534366730590096,0.2534366730590096
0.4885316058776234,0.4885316058776234,0.4885316058776234,0.4885316058776234,0.4885316058776234
0.2131801001987422,0.2131801001987422,0.2131801001987422,0.2131801001987422,0.2131801001987422
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.165741374058974,0.165741374058974,0.165741374058974,0.165741374058974,0.165741374058974
0.8621309238990316,0.8621309238990316,0.8621309238990316,0.8621309238990316,0.8621309238990316
0.19391265519158166,0.19391265519158166,0.19391265519158166,0.19391265519158166,0.19391265519158166
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.26875326905592417,0.26875326905592417,0.26875326905592417,0.26875326905592417,0.26875326905592417
0.14621569667771164,0.14621569667771164,0.14621569667771164,0.14621569667771164,0.14621569667771164
0.12020625326382939,0.12020625326382939,0.12020625326382939,0.12020625326382939,0.12020625326382939
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1356250015979156,0.1356250015979156,0.1356250015979156,0.1356250015979156,0.1356250015979156
0.4183404550944159,0.4183404550944159,0.4183404550944159,0.4183404550944159,0.4183404550944159
0.22021319047834848,0.22021319047834848,0.22021319047834848,0.22021319047834848,0.22021319047834848
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.20933356603827122,0.20933356603827122,0.20933356603827122,0.20933356603827122,0.20933356603827122
0.5777319708124472,0.5777319708124472,0.5777319708124472,0.5777319708124472,0.5777319708124472
0.29287220921212725,0.29287220921212725,0.29287220921212725,0.29287220921212725,0.29287220921212725
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.18675869272502477,0.18675869272502477,0.18675869272502477,0.18675869272502477,0.18675869272502477
0.2637207703457683,0.2637207703457683,0.2637207703457683,0.2637207703457683,0.2637207703457683
0.2497326154140027,0.2497326154140027,0.2497326154140027,0.2497326154140027,0.2497326154140027
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.29444971849986734,0.29444971849986734,0.29444971849986734,0.29444971849986734,0.29444971849986734
0.41379785096753735,0.41379785096753735,0.41379785096753735,0.41379785096753735,0.41379785096753735
0.2658709884348004,0.2658709884348004,0.2658709884348004,0.2658709884348004,0.2658709884348004
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.22011263617103483,0.22011263617103483,0.22011263617103483,0.22011263617103483,0.22011263617103483
0.4411033602700436,0.4411033602700436,0.4411033602700436,0.4411033602700436,0.4411033602700436
0.23933909776561513,0.23933909776561513,0.23933909776561513,0.23933909776561513,0.23933909776561513
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.20047442287291456,0.20047442287291456,0.20047442287291456,0.20047442287291456,0.20047442287291456
0.49293007335435846,0.49293007335435846,0.49293007335435846,0.49293007335435846,0.49293007335435846
0.23379833584943718,0.23379833584943718,0.23379833584943718,0.23379833584943718,0.23379833584943718
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.11115111017204318,0.11115111017204318,0.11115111017204318,0.11115111017204318,0.11115111017204318
0.2381956738295087,0.2381956738295087,0.2381956738295087,0.2381956738295087,0.2381956738295087
0.2568797652467294,0.2568797652467294,0.2568797652467294,0.2568797652467294,0.2568797652467294
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.17735310811315824,0.17735310811315824,0.17735310811315824,0.17735310811315824,0.17735310811315824
0.246847742880776,0.246847742880776,0.246847742880776,0.246847742880776,0.246847742880776
0.25292876845140516,0.25292876845140516,0.25292876845140516,0.25292876845140516,0.25292876845140516
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.13456996943258928,0.13456996943258928,0.13456996943258928,0.13456996943258928,0.13456996943258928
0.5509994357202289,0.5509994357202289,0.5509994357202289,0.5509994357202289,0.5509994357202289
0.143610255028231,0.143610255028231,0.143610255028231,0.143610255028231,0.143610255028231
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.1917575890276965,0.1917575890276965,0.1917575890276965,0.1917575890276965,0.1917575890276965
0.7114381407492163,0.7114381407492163,0.7114381407492163,0.7114381407492163,0.7114381407492163
0.23129383253115865,0.23129383253115865,0.23129383253115865,0.23129383253115865,0.23129383253115865
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.23002995401931345,0.23002995401931345,0.23002995401931345,0.23002995401931345,0.23002995401931345
0.9052129963841307,0.9052129963841307,0.9052129963841307,0.9052129963841307,0.9052129963841307
0.18733037846943543,0.18733037846943543,0.18733037846943543,0.18733037846943543,0.18733037846943543
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.19909466577400523,0.19909466577400523,0.19909466577400523,0.19909466577400523,0.19909466577400523
0.5377747765045215,0.5377747765045215,0.5377747765045215,0.5377747765045215,0.5377747765045215
0.17921817518609076,0.17921817518609076,0.17921817518609076,0.17921817518609076,0.17921817518609076
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2143972381211269,0.2143972381211269,0.2143972381211269,0.2143972381211269,0.2143972381211269
0.24269745029437453,0.24269745029437453,0.24269745029437453,0.24269745029437453,0.24269745029437453
0.20578025099726455,0.20578025099726455,0.20578025099726455,0.20578025099726455,0.20578025099726455
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.09755496959382282,0.09755496959382282,0.09755496959382282,0.09755496959382282,0.09755496959382282
0.40249794676685724,0.40249794676685724,0.40249794676685724,0.40249794676685724,0.40249794676685724
0.30324833042881705,0.30324833042881705,0.30324833042881705,0.30324833042881705,0.30324833042881705
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.22118607830495102,0.22118607830495102,0.22118607830495102,0.22118607830495102,0.22118607830495102
0.5730566523956631,0.5730566523956631,0.5730566523956631,0.5730566523956631,0.5730566523956631
0.2464015026779832,0.2464015026779832,0.2464015026779832,0.2464015026779832,0.2464015026779832
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.21218528525698202,0.21218528525698202,0.21218528525698202,0.21218528525698202,0.21218528525698202
