condition_name,condition_type,market_name,collision_policy,seed,steps,n_agents,n_arms,threshold,threshold_ratio,halt_duration,halted_reward,transparent,total_reward,avg_global_reward,avg_reward_per_agent_per_step,reward_volatility,total_collisions,avg_collisions_per_step,total_halted_choices,total_triggers,market_wide_halt_steps,avg_available_arms,gini_total_rewards,agent_0_reward,agent_0_name,agent_1_reward,agent_1_name,agent_2_reward,agent_2_name,agent_3_reward,agent_3_name,agent_4_reward,agent_4_name,agent_5_reward,agent_5_name,agent_6_reward,agent_6_name,agent_7_reward,agent_7_name,agent_8_reward,agent_8_name,agent_9_reward,agent_9_name
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,14,10000,5,10,3,0.6,3,0.0,False,75602.26436231998,7.560226436231998,1.5120452872463996,2.632516034032501,4693,0.4693,201,98,0,9.9706,0.09771075830608855,11738.953841413208,RandomAgent_1,18058.543848150042,EpsilonGreedyAgent_1,18597.437247078848,UCB_BaselineAgent_1,13899.705217445719,RiskAverseEpsilonGreedyAgent_1,13307.624208232162,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,15,10000,5,10,3,0.6,3,0.0,False,77709.62912642918,7.770962912642918,1.5541925825285836,3.1118087919587203,4601,0.4601,158,91,0,9.9727,0.09363909517968638,11341.723953654991,RandomAgent_1,16400.07213270442,EpsilonGreedyAgent_1,18194.893151174085,UCB_BaselineAgent_1,18129.124944613533,RiskAverseEpsilonGreedyAgent_1,13643.814944282152,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,16,10000,5,10,3,0.6,3,0.0,False,77383.73231065302,7.738373231065302,1.5476746462130604,3.0993659738701282,4633,0.4633,216,120,0,9.964,0.09003147998916616,11592.795751991483,RandomAgent_1,16515.047211926776,EpsilonGreedyAgent_1,17944.51160211756,UCB_BaselineAgent_1,17996.629171338824,RiskAverseEpsilonGreedyAgent_1,13334.748573278379,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,17,10000,5,10,3,0.6,3,0.0,False,77704.99219177887,7.770499219177887,1.5540998438355775,3.091655641039832,4587,0.4587,205,106,0,9.9682,0.08777145998513469,11377.554205070113,RandomAgent_1,17921.566610976297,EpsilonGreedyAgent_1,16815.2765340726,UCB_BaselineAgent_1,13813.95906072872,RiskAverseEpsilonGreedyAgent_1,17776.63578093114,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,18,10000,5,10,3,0.6,3,0.0,False,77540.69513823368,7.754069513823368,1.5508139027646737,3.1355935545434592,4594,0.4594,201,103,0,9.9691,0.08540038043892473,11652.868657155446,RandomAgent_1,18098.814532085893,EpsilonGreedyAgent_1,16703.374417548202,UCB_BaselineAgent_1,13711.258560272718,RiskAverseEpsilonGreedyAgent_1,17374.378971171427,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,19,10000,5,10,3,0.6,3,0.0,False,77523.69956164114,7.752369956164115,1.550473991232823,3.1370059548303355,4776,0.4776,177,93,0,9.9721,0.09221282122982655,11493.162865140876,RandomAgent_1,18240.682345303758,EpsilonGreedyAgent_1,16824.38179035565,UCB_BaselineAgent_1,17671.06561119805,RiskAverseEpsilonGreedyAgent_1,13294.406949642811,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,20,10000,5,10,3,0.6,3,0.0,False,75257.46371406248,7.525746371406249,1.5051492742812498,2.631773128250568,4771,0.4771,155,83,0,9.9751,0.0953168714806103,11717.874632459256,RandomAgent_1,17890.344456750103,EpsilonGreedyAgent_1,18425.706985832097,UCB_BaselineAgent_1,13850.793467500202,RiskAverseEpsilonGreedyAgent_1,13372.744171520826,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,21,10000,5,10,3,0.6,3,0.0,False,77839.86445573924,7.783986445573924,1.5567972891147848,3.0906477285652545,4678,0.4678,187,102,0,9.9694,0.09517737029450202,11383.390869879737,RandomAgent_1,16374.212617977726,EpsilonGreedyAgent_1,18396.751028732026,UCB_BaselineAgent_1,18090.136814444784,RiskAverseEpsilonGreedyAgent_1,13595.373124704964,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,22,10000,5,10,3,0.6,3,0.0,False,77592.86265059216,7.759286265059216,1.551857253011843,3.063169813802654,4662,0.4662,132,69,0,9.9793,0.09521256953659751,11397.373227499003,RandomAgent_1,16409.98298255686,EpsilonGreedyAgent_1,18322.858591298413,UCB_BaselineAgent_1,18040.608349148482,RiskAverseEpsilonGreedyAgent_1,13422.039500089395,RiskAverseUCBAgent_1,,,,,,,,,,
low_congestion_cb_opaque_ratio06_halt3,circuit_breaker,low_congestion,linear_share,23,10000,5,10,3,0.6,3,0.0,False,77848.43827599999,7.784843827599999,1.5569687655199997,3.094530468249102,4516,0.4516,148,79,0,9.9763,0.08885448589919731,11559.71668692565,RandomAgent_1,16549.621648917586,EpsilonGreedyAgent_1,18576.597991046663,UCB_BaselineAgent_1,13951.653577339364,RiskAverseEpsilonGreedyAgent_1,17210.848371770724,RiskAverseUCBAgent_1,,,,,,,,,,
