condition_name,agent_name,mean_reward,std_reward,ci95_reward,n_observations
high_congestion_linear_share_cb_transparent_ratio08_halt3,RiskAverseUCBAgent_1,4704.392159354551,491.4377727357752,175.85874844182115,30
high_congestion_linear_share_cb_transparent_ratio08_halt3,RandomAgent_2,6089.391827547481,144.62507726447376,51.75341923647081,30
high_congestion_linear_share_cb_transparent_ratio08_halt3,EpsilonGreedyAgent_2,9461.47953545328,1548.1442220815886,553.9962949675107,30
high_congestion_linear_share_cb_transparent_ratio08_halt3,UCB_BaselineAgent_2,6849.886186137463,833.4276595741035,298.238257742349,30
high_congestion_linear_share_cb_transparent_ratio08_halt3,RiskAverseEpsilonGreedyAgent_2,8494.658077522517,831.5197167309561,297.55550916438233,30
high_congestion_linear_share_cb_transparent_ratio08_halt3,RiskAverseUCBAgent_2,4704.392159354551,491.4377727357752,175.85874844182115,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,RandomAgent_1,6097.365055867309,147.0031972881039,52.60441855765015,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,EpsilonGreedyAgent_1,9295.125614117911,1632.5934692375345,584.2160699535159,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,UCB_BaselineAgent_1,6898.523189311733,853.5269566460352,305.43069882792804,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,RiskAverseEpsilonGreedyAgent_1,8552.76328096199,910.5291616524884,325.828675920846,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,RiskAverseUCBAgent_1,4718.003503351409,524.5306396700965,187.70087878728498,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,RandomAgent_2,6099.784465601007,139.60581663095047,49.957299886098276,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,EpsilonGreedyAgent_2,9781.793566572442,1709.864906948083,611.8672988169988,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,UCB_BaselineAgent_2,6898.523189311733,853.5269566460352,305.43069882792804,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,RiskAverseEpsilonGreedyAgent_2,8348.912498629588,892.0427814704141,319.2134097317182,30
high_congestion_linear_share_cb_opaque_ratio08_halt5,RiskAverseUCBAgent_2,4718.003503351409,524.5306396700965,187.70087878728498,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,RandomAgent_1,4576.681896369178,2210.189069165359,790.9060008950324,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,EpsilonGreedyAgent_1,7137.801249963153,4353.595003793148,1557.9139640152737,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,UCB_BaselineAgent_1,5037.735074267397,2624.547436371596,939.1822383068107,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,RiskAverseEpsilonGreedyAgent_1,6111.204055335661,3387.045734837746,1212.0387501512328,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,RiskAverseUCBAgent_1,3637.641792196474,1601.5752666116407,573.1163486961568,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,RandomAgent_2,4561.422161964554,2199.1810753513296,786.9668408988158,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,EpsilonGreedyAgent_2,6825.673012295366,4027.2959234062055,1441.149337692142,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,UCB_BaselineAgent_2,5037.735074267397,2624.547436371596,939.1822383068107,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,RiskAverseEpsilonGreedyAgent_2,6106.221876154775,3358.24758227303,1201.7334636054413,30
high_congestion_linear_share_cb_transparent_ratio08_halt5,RiskAverseUCBAgent_2,3637.641792196474,1601.5752666116407,573.1163486961568,30
high_congestion_zero_on_collision_baseline,RandomAgent_1,2049.256130127711,328.2035652306772,117.44613747190063,30
